,Participant,Brand,Brand_First_Char,ResponseCode,Participant_Stimuli,Hbo_Op1,Hbo_Op2,Hbo_Op3,Hbo_Op4,Hbo_Op5,Hbo_Op6,Hbo_Op7,Hbo_Op8,Hbo_Op9,Hbo_Op10,Hbo_Op11,Hbo_Op12,Hbo_Op13,Hbo_Op14,Hbo_Op15,Hbo_Op16,Hbr_Op1,Hbr_Op2,Hbr_Op3,Hbr_Op4,Hbr_Op5,Hbr_Op6,Hbr_Op7,Hbr_Op8,Hbr_Op9,Hbr_Op10,Hbr_Op11,Hbr_Op12,Hbr_Op13,Hbr_Op14,Hbr_Op15,Hbr_Op16,Hbt_Op1,Hbt_Op2,Hbt_Op3,Hbt_Op4,Hbt_Op5,Hbt_Op6,Hbt_Op7,Hbt_Op8,Hbt_Op9,Hbt_Op10,Hbt_Op11,Hbt_Op12,Hbt_Op13,Hbt_Op14,Hbt_Op15,Hbt_Op16,Oxy_Op1,Oxy_Op2,Oxy_Op3,Oxy_Op4,Oxy_Op5,Oxy_Op6,Oxy_Op7,Oxy_Op8,Oxy_Op9,Oxy_Op10,Oxy_Op11,Oxy_Op12,Oxy_Op13,Oxy_Op14,Oxy_Op15,Oxy_Op16
28172,160,N01,N,0,160_11,-0.120987254,-0.194586631,-0.071585282,-0.26267736,-0.015365611,-0.144753743,-0.120011283,-0.293482994,0.026801238,-0.009847936,0.038223814,0.00197501,-0.153881492,-0.207205538,-0.134196802,-0.272643883,-0.006101627,-0.01689537,0.011494485,0.002737004,-0.002346465,-0.138400984,0.127798101,0.039028894,0.028942405,0.037380645,0.006204789,0.01426711,-0.096738381,-0.120274812,-0.157707194,-0.257998333,-0.127088881,-0.211482001,-0.060090798,-0.259940356,-0.017712077,-0.283154727,0.007786818,-0.2544541,0.055743643,0.027532708,0.044428603,0.01624212,-0.250619874,-0.327480351,-0.291903996,-0.530642216,-0.114885627,-0.177691261,-0.083079767,-0.265414364,-0.013019146,-0.006352759,-0.247809384,-0.332511888,-0.002141167,-0.047228581,0.032019025,-0.0122921,-0.057143111,-0.086930726,0.023510393,-0.01464555
28188,160,N05,N,0,160_15,-0.391570168,-0.337789434,-0.42129009,-0.195832681,-0.091612714,0.191718679,0.22451488,0.499657913,-0.025551447,0.292937798,-0.145973023,-0.139378803,-0.597406137,-0.568186681,-0.443265836,-0.504560076,-0.085640741,-0.048747045,-0.001431753,-0.09450164,-0.12088252,-0.36709794,-0.017688429,-0.199799894,-0.094435948,-0.123694454,-0.254044118,-0.270997752,-0.002262237,-0.06199534,-0.060550762,-0.033171604,-0.477210909,-0.386536479,-0.422721843,-0.290334321,-0.212495234,-0.175379261,0.206826451,0.299858019,-0.119987396,0.169243343,-0.400017141,-0.410376555,-0.599668374,-0.630182021,-0.503816598,-0.53773168,-0.305929427,-0.289042388,-0.419858337,-0.101331042,0.029269806,0.558816618,0.242203309,0.699457807,0.068884501,0.416632252,0.108071096,0.13161895,-0.5951439,-0.506191341,-0.382715074,-0.471388472
28204,161,N02,N,0,161_12,-0.119185942,0.169109788,0.098028609,0.182936843,0.323614823,0.165828437,0.506373211,0.320872609,0.607251708,0.821299322,0.547721209,0.665351228,0.22966872,0.175074179,0.284472038,0.365360562,-0.319562292,-0.14344986,-0.037489282,-0.04347103,0.092245507,0.01095337,0.335317226,0.243551019,-0.022755252,-0.163533944,-0.192873618,-0.160412407,0.066970752,0.058470705,0.013390739,-0.322546417,-0.438748234,0.025659927,0.060539326,0.139465813,0.41586033,0.176781807,0.841690437,0.564423628,0.584496455,0.657765378,0.354847591,0.504938821,0.296639472,0.233544884,0.297862776,0.042814146,0.20037635,0.312559648,0.135517891,0.226407874,0.231369317,0.154875068,0.171055984,0.07732159,0.63000696,0.984833266,0.740594826,0.825763635,0.162697967,0.116603474,0.271081299,0.687906979
28220,161,N07,N,0,161_17,0.224960121,0.037097249,0.28867581,0.187355307,0.019708867,0.143171004,0.114172054,0.235430912,0.129695904,0.290204543,-0.11067826,0.162376634,-0.361549557,-0.008219653,-0.251502198,-0.384394316,0.083660455,-0.028059653,0.038987562,-0.016154877,-0.118566804,0.029338791,-0.211891467,-0.139426513,-0.277321768,-0.352579345,-0.220283994,-0.179884,0.179647705,0.227858261,0.080421085,0.540328135,0.308620576,0.009037595,0.327663372,0.17120043,-0.098857937,0.172509794,-0.097719413,0.0960044,-0.147625864,-0.062374801,-0.330962254,-0.017507366,-0.181901852,0.219638608,-0.171081113,0.155933819,0.141299665,0.065156902,0.249688248,0.203510184,0.138275672,0.113832213,0.326063521,0.374857425,0.407017672,0.642783888,0.109605734,0.342260633,-0.541197263,-0.236077915,-0.331923283,-0.924722451
28236,161,N08,N,0,161_18,0.121584984,0.143301354,0.279564934,0.190225915,0.258332826,0.2739911,0.219185192,0.250043627,0.255029007,0.351012205,0.206273767,0.455406411,0.139369015,0.307291014,0.021756197,0.29499691,-0.149102077,-0.03891755,-0.083423263,0.027323493,-0.156164019,-0.035974085,-0.061188964,-0.062870136,-0.09393331,-0.07234412,-0.252602937,-0.108586429,-0.287535554,-0.076545718,-0.188352229,-0.600116204,-0.027517092,0.104383805,0.196141671,0.217549408,0.102168807,0.238017015,0.157996228,0.187173491,0.161095697,0.278668085,-0.04632917,0.346819982,-0.148166538,0.230745296,-0.166596032,-0.305119294,0.270687061,0.182218904,0.362988197,0.162902422,0.414496845,0.309965185,0.280374156,0.312913763,0.348962317,0.423356324,0.458876703,0.56399284,0.426904569,0.383836732,0.210108426,0.895113113
28252,161,P06,P,0,161_6,-0.115159422,-0.040744157,-0.097835816,-0.041491947,0.174084041,0.292656585,0.322101584,0.405496086,0.034474928,0.213072251,-0.143050522,-0.064671795,0.071963735,-0.02524481,0.013062233,-0.24720033,-0.079596805,0.057754654,-0.007261678,0.006110281,-0.04886508,-0.161358303,-0.090046531,-0.234138401,0.163963537,0.179564866,0.138159933,0.187590209,0.052343251,0.028861623,0.059727496,0.270941157,-0.194756227,0.017010497,-0.105097493,-0.035381666,0.125218962,0.131298282,0.232055052,0.171357685,0.198438465,0.392637117,-0.004890589,0.122918414,0.124306986,0.003616812,0.072789729,0.023740828,-0.035562617,-0.09849881,-0.090574138,-0.047602228,0.222949121,0.454014889,0.412148115,0.639634487,-0.129488609,0.033507384,-0.281210455,-0.252262004,0.019620484,-0.054106433,-0.046665264,-0.518141487
28268,161,N05,N,0,161_15,0.086096223,0.025964269,0.050521026,0.043609466,0.048042218,-0.026627463,-0.040374194,-0.124530514,0.026870842,0.051346595,0.034163272,0.106452556,0.073970172,0.025800428,0.067307508,-0.067733815,0.20338686,0.115812048,0.114000633,0.104134466,0.10675598,0.26013741,0.189259502,0.310022075,0.081711296,0.153417961,-0.038346306,0.026458339,0.213941659,0.222500865,0.288316383,0.402018047,0.289483083,0.141776317,0.164521659,0.147743932,0.154798198,0.233509947,0.148885308,0.185491561,0.108582138,0.204764555,-0.004183033,0.132910895,0.287911831,0.248301293,0.355623891,0.334284232,-0.117290637,-0.089847779,-0.063479607,-0.060525,-0.058713762,-0.286764873,-0.229633696,-0.434552589,-0.054840454,-0.102071366,0.072509578,0.079994217,-0.139971488,-0.196700438,-0.221008874,-0.469751863
28284,161,N10,N,0,161_20,0.136655624,0.066663642,-0.015996431,0.04556448,0.005097562,0.133119701,0.070485689,0.165087267,0.012833174,-0.040849999,-0.029010686,0.064636084,-0.155318408,0.057627261,-0.175875168,0.024207335,0.24416871,0.16688459,0.042689544,-0.00355626,-0.134144275,-0.051332074,-0.145439114,-0.155831527,0.020284764,0.025107852,-0.024120583,-0.010443116,-0.15997504,-0.06631741,-0.121648343,-0.298527614,0.380824334,0.233548232,0.026693113,0.042008219,-0.129046713,0.081787627,-0.074953425,0.00925574,0.033117938,-0.015742146,-0.053131269,0.054192968,-0.315293449,-0.008690149,-0.297523511,-0.274320279,-0.107513087,-0.100220948,-0.058685975,0.04912074,0.139241837,0.184451775,0.215924804,0.320918794,-0.007451591,-0.065957851,-0.004890103,0.075079201,0.004656632,0.123944671,-0.054226825,0.322734949
28300,161,N06,N,0,161_16,0.284343504,0.283094289,0.429541376,0.378532647,0.414859943,0.24938387,0.404806788,0.039280614,0.400277038,0.308582338,0.18016699,0.352794843,0.487095493,0.300749332,0.491844304,0.747123895,0.011191558,0.069550731,0.095465215,0.117456514,0.056555732,0.167198752,0.388192116,0.421819984,0.22541847,0.231202751,0.060239889,0.08158217,0.116182814,0.129124308,0.078729073,-0.160310586,0.295535062,0.35264502,0.525006591,0.495989161,0.471415675,0.416582622,0.792998904,0.461100598,0.625695508,0.539785089,0.240406878,0.434377013,0.603278306,0.42987364,0.570573377,0.586813309,0.273151947,0.213543559,0.334076161,0.261076133,0.35830421,0.082185119,0.016614672,-0.382539369,0.174858568,0.077379587,0.119927101,0.271212672,0.370912679,0.171625025,0.413115232,0.90743448
28316,161,N04,N,0,161_14,-0.102736658,-0.181632854,-0.229656367,-0.285553011,-0.154825447,-0.232182324,-0.22605473,-0.257008486,-0.252681091,-0.463000451,-0.291466465,-0.24250021,-0.196486293,-0.161699512,-0.253454014,-0.420419345,0.050262224,0.09139765,-0.085151321,-0.086748705,0.128716575,0.208075034,0.022636684,0.093842265,0.132027078,0.224098481,0.146739756,0.137689677,0.203150124,0.239217868,0.19518773,0.603929628,-0.052474434,-0.090235204,-0.314807688,-0.372301716,-0.026108872,-0.02410729,-0.203418046,-0.16316622,-0.120654013,-0.23890197,-0.144726708,-0.104810533,0.006663831,0.077518356,-0.058266283,0.183510283,-0.152998882,-0.273030504,-0.144505046,-0.198804306,-0.283542022,-0.440257358,-0.248691415,-0.350850751,-0.384708169,-0.687098932,-0.438206221,-0.380189887,-0.399636416,-0.40091738,-0.448641744,-1.024348973
28332,162,N09,N,0,162_19,-0.214918374,-0.200080863,-0.268346336,-0.267348203,-0.210302782,-0.186624871,-0.238065677,-0.219666762,-0.345134043,0.034612335,-0.466008431,-0.327084254,-0.593016742,-0.410739547,-0.318137338,-0.396322177,-0.06159577,-0.052393889,0.207962543,-0.06692777,0.173816427,-0.022341848,0.158811353,0.073681063,0.031830322,-0.019859728,0.03797533,0.090049348,0.057274263,0.070856249,0.039111698,0.01851534,-0.276514144,-0.252474753,-0.060383793,-0.334275973,-0.036486355,-0.208966719,-0.079254325,-0.145985699,-0.313303721,0.01527707,-0.428033101,-0.237034907,-0.535742479,-0.339883298,-0.27902564,-0.377806837,-0.153322604,-0.147686974,-0.476308879,-0.200420434,-0.384119209,-0.164283022,-0.39687703,-0.293347825,-0.376964366,0.054894825,-0.503983761,-0.417133602,-0.650291005,-0.481595797,-0.357249037,-0.414837517
28348,162,N06,N,0,162_16,0.180408706,0.199656089,0.00311598,0.185201122,-0.072593284,-0.01736619,-0.067891696,0.129528809,-0.322814123,0.035050812,-0.439015454,-0.200815831,-0.047605687,0.047454003,0.230413751,0.243769692,-0.034045323,-0.09991899,0.093448975,-0.077634144,-0.115335413,-0.057495075,-0.050149682,-0.203200966,0.204491594,-0.019841125,0.05569078,0.05383745,0.008091674,-0.010943398,-0.026287679,-0.028891967,0.146363383,0.099737099,0.096564956,0.107566979,-0.187928697,-0.074861265,-0.118041378,-0.073672157,-0.118322529,0.015412652,-0.383324674,-0.14697838,-0.039514013,0.036510605,0.204126072,0.214877725,0.214454029,0.299575079,-0.090332995,0.262835266,0.042742129,0.040128884,-0.017742014,0.332729775,-0.527305717,0.055022158,-0.494706235,-0.254653281,-0.055697361,0.058397401,0.25670143,0.272661659
28364,162,N10,N,0,162_20,0.291839995,0.351022834,0.274190672,0.497944043,0.424681422,0.511619098,0.550717179,0.698141791,0.692873974,0.036427804,1.056386697,0.882873877,0.596796443,0.495799965,0.330071336,0.488134531,0.058387256,0.055623934,-0.038840198,-0.013645845,-0.27275283,-0.163460615,-0.531091074,-0.486825237,-0.565721614,-0.020086643,-0.603819293,-0.272960214,-0.172521845,-0.120348969,-0.000548416,-0.091576552,0.350227251,0.406646768,0.235350474,0.484298197,0.151928592,0.348158483,0.019626105,0.211316554,0.12715236,0.016142308,0.452567404,0.609913663,0.424274598,0.375450996,0.32952292,0.396557979,0.233452738,0.295398899,0.31303087,0.511589888,0.697434252,0.675079713,1.081808254,1.184967028,1.258595588,0.056141807,1.66020599,1.155834091,0.769318288,0.616148934,0.330619752,0.579711084
28380,162,R02,R,0,162_22,-0.173622949,-0.249050073,-0.025550916,-0.256767903,-0.238550673,-0.235950682,-0.418391162,-0.293369282,-0.525797427,0.034572317,-0.772779205,-0.523745838,-0.668275816,-0.480478117,-0.394370805,-0.533354995,-0.073633308,-0.03230226,0.006866335,-0.034186099,0.020585645,-0.046481807,0.200122718,0.03335976,0.473807663,-0.019742998,0.234284057,0.174552273,-0.194751114,-0.145110242,-0.094316901,-0.24235112,-0.247256257,-0.281352333,-0.018684581,-0.290954002,-0.217965027,-0.282432489,-0.218268445,-0.260009522,-0.051989764,0.015119036,-0.538495148,-0.349193565,-0.86302693,-0.625588358,-0.488687706,-0.775706114,-0.099989641,-0.216747814,-0.032417251,-0.222581804,-0.259136318,-0.189468875,-0.61851388,-0.326729042,-0.99960509,0.054604486,-1.007063261,-0.698298111,-0.473524702,-0.335367875,-0.300053904,-0.291003875
28396,162,N03,N,0,162_13,-0.362353082,-0.30059703,-0.226465145,-0.347389627,-0.010824505,-0.297957012,-0.242611145,-0.294417752,-0.359280256,0.034434395,-0.610357432,-0.383242387,-0.521561675,-0.006041388,-0.258053045,-0.344886777,-0.022252029,-0.129931719,-0.064540426,-0.133004973,0.000846914,-0.030839492,0.338321295,0.274150099,0.007141274,-0.019798003,-0.00483008,-0.126247565,-0.006876206,-0.032841136,0.077458907,-0.129838446,-0.384605111,-0.430528749,-0.291005572,-0.4803946,-0.009977591,-0.328796504,0.09571015,-0.020267653,-0.352138982,0.015060654,-0.615187512,-0.509489952,-0.528437881,-0.038882524,-0.180594137,-0.474725223,-0.340101053,-0.170665311,-0.161924719,-0.214384654,-0.011671419,-0.26711752,-0.580932441,-0.568567851,-0.36642153,0.054807662,-0.605527352,-0.256994822,-0.51468547,0.026799748,-0.335511952,-0.215048331
28412,162,N02,N,0,162_12,0.090285642,0.044407305,0.055708185,0.135126985,0.081850536,0.214787494,-0.005842099,0.216051476,0.12916057,0.036137923,0.065236983,0.238027446,0.359904078,0.434419118,0.32823805,0.267781648,-0.05245908,-0.14329723,-0.020773881,-0.096726573,-0.000282189,-0.136716626,-0.082221841,-0.06853508,0.099611744,-0.01989834,0.288685628,0.074372278,-0.213304864,-0.399946461,-0.270096985,-0.303966534,0.037826562,-0.098889926,0.034934304,0.038400412,0.081568347,0.078070868,-0.08806394,0.147516396,0.228772314,0.015996437,0.353922611,0.312399723,0.146599215,0.034472657,0.057698238,-0.036184886,0.142744722,0.187704535,0.076482067,0.231853557,0.082132725,0.35150412,0.076379742,0.284586555,0.029548826,0.055407409,-0.223448646,0.163655168,0.573208942,0.834365579,0.598777862,0.571748183
28428,162,R09,R,0,162_29,-0.009393218,-0.256998448,-0.061540793,-0.065529717,0.280535078,0.267661896,0.302260387,0.227376049,-0.046279626,0.035363278,-0.030816726,0.032464054,0.243615747,0.266953015,0.128096014,0.068291178,-0.109335457,-0.432796667,0.03504527,-0.187208667,0.037844525,0.001715554,0.173914908,0.015134281,0.54620369,-0.019644841,0.644652892,0.268465496,0.037711827,-0.058411072,-0.041242291,-0.073203723,-0.118728675,-0.689795115,-0.026495523,-0.252738384,0.318379603,0.26937745,0.476175295,0.24251033,0.499924064,0.015861154,0.613836166,0.30092955,0.281327574,0.208541944,0.086853723,-0.004912545,0.099942239,0.17579822,-0.096586062,0.12167895,0.242690552,0.265946342,0.12834548,0.212241768,-0.592483316,0.05502014,-0.675469617,-0.236001442,0.20590392,0.325364087,0.169338306,0.141494901
28444,162,N08,N,0,162_18,0.033297438,-0.006134826,0.059541531,-0.077792902,0.252352346,0.213536523,0.030803991,0.067146548,-0.343041662,0.035097742,-0.116021803,0.072201607,0.263975858,0.020428771,0.147010885,0.184554625,0.132352019,0.128664987,0.061687067,0.09296881,-0.098910131,-0.072942362,-0.427144877,-0.189663667,-0.0594711,-0.019820612,0.232371695,0.143093342,0.304278045,0.280950412,0.106480005,0.112266112,0.165649458,0.122530162,0.121228598,0.015175908,0.153442215,0.14059416,-0.396340886,-0.122517119,-0.402512762,0.015447266,0.116349892,0.215294949,0.568253903,0.301379183,0.25349089,0.296820737,-0.099054581,-0.134799813,-0.002145536,-0.170761711,0.351262476,0.286478885,0.457948868,0.256810215,-0.283570562,0.055038543,-0.348393498,-0.070891734,-0.040302187,-0.260521641,0.04053088,0.072288513
28460,162,N07,N,0,162_17,-0.575330639,-0.693903483,-0.188829192,-0.648376405,0.077721503,-0.274587768,0.097476364,-0.071651621,0.26829657,0.035472894,0.371790689,-0.034472096,-0.165429898,-0.331174508,-0.473415387,-0.694224359,0.093545245,-0.231471213,-0.190021988,0.062923318,-0.040090659,-0.013722731,-0.23619795,-0.199427951,-0.303553488,-0.019874308,-0.097366064,0.04600313,0.176598691,-0.001894122,0.061760487,-0.035645007,-0.481785395,-0.925374696,-0.37885118,-0.585453087,0.037630844,-0.288310499,-0.138721586,-0.271079573,-0.035256918,0.015407467,0.274424625,0.011531034,0.011168793,-0.333068629,-0.4116549,-0.729869366,-0.668875884,-0.46243227,0.001192796,-0.711299722,0.117812161,-0.260865037,0.333674314,0.12777633,0.571850058,0.05523139,0.469156752,-0.080475226,-0.342028589,-0.329280386,-0.535175874,-0.658579352
28476,163,N05,N,0,163_15,0.305944782,0.273071264,0.356033397,0.284925852,0.221134783,-0.026429582,0.338898965,-0.256299721,0.041484584,-0.146680031,-0.193715652,-0.085748204,0.259277492,0.244120699,0.330673096,0.240427003,-0.012838128,-0.042671311,-0.052217588,-0.09383217,0.103369164,-0.031973109,0.290766654,-0.076698368,0.44796307,0.176816327,0.524181,0.194663314,-0.172330567,-0.161524749,-0.10017586,-0.148777651,0.293106654,0.230399953,0.303815809,0.191093682,0.324503948,-0.058402691,0.629665619,-0.33299809,0.489447655,0.030136297,0.330465349,0.108915109,0.086946925,0.08259595,0.230497237,0.091649352,0.31878291,0.315742575,0.408250985,0.378758022,0.117765619,0.005543527,0.048132311,-0.179601353,-0.406478486,-0.323496358,-0.717896652,-0.280411518,0.43160806,0.405645447,0.430848956,0.389204654
28492,163,N03,N,0,163_13,0.306641691,0.271309587,0.440833539,0.44178904,0.490558304,0.647472897,0.785189354,0.710478161,0.784796059,0.759547861,0.69452339,0.713335222,0.510822048,0.518822033,0.621073487,0.550282133,-0.005677432,-0.02284607,-0.003068413,-0.003977829,0.132796997,0.082540086,0.233592309,0.130722045,0.126730273,0.124009581,0.120552759,0.05319741,0.078962146,0.076469631,0.159318513,0.099261344,0.300964259,0.248463517,0.437765126,0.437811211,0.623355301,0.730012983,1.018781663,0.841200206,0.911526332,0.883557442,0.815076149,0.766532632,0.589784193,0.595291664,0.780392,0.649543477,0.312319123,0.294155657,0.443901953,0.445766869,0.357761306,0.564932811,0.551597045,0.579756116,0.658065785,0.635538279,0.57397063,0.660137812,0.431859902,0.442352402,0.461754975,0.451020788
28508,163,N01,N,0,163_11,-0.196506665,-0.318892032,-0.077785373,-0.095034861,0.07145653,0.047255647,0.094566395,0.104125596,0.009483384,0.024501492,-0.067567549,0.016436994,-0.198798962,-0.144745816,-0.041479713,-0.237881376,-0.031224566,0.035286376,-0.086652145,-0.060710167,-0.154262908,-0.282108928,0.003199919,-0.280069487,-0.02600491,-0.145562893,0.019861029,-0.175622929,0.006897073,-0.081726303,-0.069370396,-0.073716862,-0.227731232,-0.283605656,-0.164437518,-0.155745027,-0.082806378,-0.234853281,0.097766314,-0.175943892,-0.016521526,-0.1210614,-0.047706519,-0.159185935,-0.191901888,-0.226472119,-0.110850109,-0.311598237,-0.165282099,-0.354178408,0.008866772,-0.034324694,0.225719438,0.329364575,0.091366476,0.384195083,0.035488294,0.170064385,-0.087428578,0.192059923,-0.205696035,-0.063019512,0.027890684,-0.164164514
28524,163,N07,N,0,163_17,1.08907009,0.78047934,0.863569232,0.729819261,-0.00272827,0.93150556,0.014776062,0.976144281,0.015813112,0.880555421,0.862045695,0.813869219,0.951191648,1.038245323,1.108608737,1.126030509,0.207651571,0.148423373,0.182349375,0.092548102,0.015851869,0.101305398,0.020069284,-0.042471401,0.0160041,0.091171667,0.491415245,0.119195344,0.027637928,0.037267894,0.077905598,0.081116112,1.296721661,0.928902713,1.045918606,0.822367363,0.012991505,1.032810957,0.034175272,0.93367288,0.031870893,0.971727088,1.35346094,0.933064563,0.978829576,1.075513216,1.186514335,1.207146621,0.881418519,0.632055967,0.681219857,0.637271159,-0.018709579,0.830200162,-0.005415723,1.018615681,-0.000508517,0.789383754,0.37063045,0.694673875,0.92355372,1.000977429,1.030703139,1.044914397
28540,163,N06,N,0,163_16,-0.444275374,-0.481433154,-0.338557568,-0.435583683,-0.237969415,-0.380576579,-0.322232952,-0.451332637,-0.063901245,-0.087471756,-0.070455713,-0.199751282,-0.617148214,-0.578532888,-0.479895243,-0.52687059,-0.096503009,-0.199548399,-0.036698836,-0.064944339,0.129870945,0.111017534,0.225063609,0.226070629,-0.199523494,-0.183020937,-0.324659038,-0.171971836,0.155241753,0.085809397,0.116690797,-0.036644002,-0.540778383,-0.680981553,-0.375256404,-0.500528023,-0.10809847,-0.269559045,-0.097169343,-0.225262008,-0.263424739,-0.270492694,-0.395114751,-0.371723119,-0.461906461,-0.49272349,-0.363204446,-0.563514592,-0.347772365,-0.281884755,-0.301858732,-0.370639344,-0.36784036,-0.491594112,-0.547296561,-0.677403267,0.135622249,0.095549181,0.254203326,-0.027779446,-0.772389966,-0.664342285,-0.596586041,-0.490226588
28556,163,N08,N,0,163_18,0.13247047,0.101832616,-0.089392975,0.009317615,0.057914238,0.073237578,0.114957224,0.082116831,0.060864172,0.016191859,0.024834578,0.161560045,-0.114106969,0.066462643,0.017369338,0.120954622,0.023419633,0.002471889,0.072199172,0.022305465,-0.00689695,-0.111897508,-0.030144958,-0.229301557,-0.085429857,-0.070517534,-0.173461107,-0.073913417,0.084283201,0.119209689,0.063790386,0.077215222,0.155890104,0.104304505,-0.017193803,0.03162308,0.051017288,-0.03865993,0.084812266,-0.147184726,-0.024565685,-0.054325674,-0.148626528,0.087646628,-0.029823768,0.185672332,0.081159724,0.198169844,0.109050837,0.099360727,-0.161592146,-0.01298785,0.064811188,0.185135085,0.145102182,0.311418388,0.146294029,0.086709393,0.198295685,0.235473462,-0.19839017,-0.052747046,-0.046421048,0.0437394
